query_name,rank,fraction,lineage,query_md5,query_filename,f_weighted_at_rank,bp_match_at_rank
,superkingdom,0.06342917198716153,d__Bacteria,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.14196091665662428,216726000
,superkingdom,0.007924914957450183,d__Archaea,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.04700917928296317,27078000
,superkingdom,0.0012233600901891493,Eukaryota,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.0010698634447145583,4180000
,superkingdom,0.9274225529651992,unclassified,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.809960040615698,11785000
,phylum,0.02994685993024526,d__Bacteria;p__Proteobacteria,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.06750685776427107,102323000
,phylum,0.009107301264714335,d__Bacteria;p__Bacteroidota,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.018492183669208746,31118000
,phylum,0.005415270753294217,d__Bacteria;p__Verrucomicrobiota,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.007109692590112881,18503000
,phylum,0.0048492472091732075,d__Bacteria;p__Planctomycetota,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.004098020337951524,16569000
,phylum,0.004368390599560583,d__Archaea;p__Thermoplasmatota,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.012386415959507993,14926000
,phylum,0.003960701459456879,d__Bacteria;p__Actinobacteriota,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.020520920801333765,13533000
,phylum,0.003556524357889602,d__Archaea;p__Thermoproteota,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.034622763323455194,12152000
,phylum,0.003440041746431402,d__Bacteria;p__Marinisomatota,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.008968771024956617,11754000
,phylum,0.0024669144019627614,d__Bacteria;p__SAR324,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.010813719767449836,8429000
,phylum,0.0010975120426338063,d__Bacteria;p__Chloroflexota,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.001040784947413483,3750000
,phylum,0.0010743911222689875,d__Bacteria;p__Nitrospinota,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.001949795155297094,3671000
,phylum,0.0007307966854550972,d__Bacteria;p__Latescibacterota,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.0005239248967943722,2497000
,phylum,0.0005979245608268976,Eukaryota;Viridiplantae:Chlorophyta,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.0004203071528905409,2043000
,phylum,0.00036934938608103036,d__Bacteria;p__Gemmatimonadota,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.00029293514358583124,1262000
,phylum,0.0003339363308387129,Eukaryota;Haptophyta:Haptophyta,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.000260068250509616,1141000
,phylum,0.00031959550681496445,d__Bacteria;p__Acidobacteriota,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.0002160409482579881,1092000
,phylum,0.00022945318437997446,d__Bacteria;p__Poribacteria,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.00014754265708045539,784000
,phylum,0.00015774906426123245,Eukaryota;Stramenopila:Bacillariophyta,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.00013085323785483829,539000
,phylum,0.0001267260571894502,d__Bacteria;p__Myxococcota,45338ad7,D0147A_S37_L002_interleaved.fq.gz,8.119453647800217e-05,433000
,phylum,9.511771036159656e-05,d__Bacteria;p__Cyanobacteria,45338ad7,D0147A_S37_L002_interleaved.fq.gz,6.010238702722229e-05,325000
,phylum,8.545960438641907e-05,d__Bacteria;p__Myxococcota_A,45338ad7,D0147A_S37_L002_interleaved.fq.gz,5.426620975200649e-05,292000
,phylum,7.960620682570543e-05,Eukaryota;Stramenopila:Ochrophyta,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.00012143344295449,272000
,phylum,6.907009121642089e-05,d__Bacteria;p__Patescibacteria,45338ad7,D0147A_S37_L002_interleaved.fq.gz,5.313992992696485e-05,236000
,phylum,2.4584269754997264e-05,d__Bacteria;p__Desulfobacterota_B,45338ad7,D0147A_S37_L002_interleaved.fq.gz,1.6382252000605733e-05,84000
,phylum,2.07795613405334e-05,d__Bacteria;p__Desulfobacterota_D,45338ad7,D0147A_S37_L002_interleaved.fq.gz,1.4641637725541375e-05,71000
,phylum,1.9608881828390676e-05,Eukaryota;Alveolata:Dinophyta,45338ad7,D0147A_S37_L002_interleaved.fq.gz,6.2150168527298e-05,67000
,phylum,1.7852862560176586e-05,Eukaryota;UnknownUnknown,45338ad7,D0147A_S37_L002_interleaved.fq.gz,6.593856430243807e-05,61000
,phylum,1.6682183048033857e-05,Eukaryota;AmoebozoaUnknown,45338ad7,D0147A_S37_L002_interleaved.fq.gz,9.11262767533694e-06,57000
,phylum,0.9274225529651993,unclassified,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.8099600406156983,11785000
,class,0.017535901082263976,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.046956858465636214,59917000
,class,0.012410958847981105,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.020549999298634835,42406000
,class,0.009107301264714335,d__Bacteria;p__Bacteroidota;c__Bacteroidia,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.018492183669208746,31118000
,class,0.0053962472112218975,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.007097713068337438,18438000
,class,0.004368390599560583,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.012386415959507993,14926000
,class,0.003960701459456879,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.020520920801333765,13533000
,class,0.003556524357889602,d__Archaea;p__Thermoproteota;c__Nitrososphaeria,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.034622763323455194,12152000
,class,0.003440041746431402,d__Bacteria;p__Marinisomatota;c__Marinisomatia,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.008968771024956617,11754000
,class,0.00315146924668822,d__Bacteria;p__Planctomycetota;c__Planctomycetia,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.002777303659477692,10768000
,class,0.0024669144019627614,d__Bacteria;p__SAR324;c__SAR324,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.010813719767449836,8429000
,class,0.0010975120426338063,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.001040784947413483,3750000
,class,0.0010811225294638082,d__Bacteria;p__Planctomycetota;c__Phycisphaerae,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.0008459385376812786,3694000
,class,0.0010743911222689875,d__Bacteria;p__Nitrospinota;c__Nitrospinia,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.001949795155297094,3671000
,class,0.0007307966854550972,d__Bacteria;p__Latescibacterota;c__UBA2968,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.0005239248967943722,2497000
,class,0.0005979245608268976,Eukaryota;Viridiplantae:Chlorophyta;Prasinophyceae,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.0004203071528905409,2043000
,class,0.0004079818099817404,d__Bacteria;p__Planctomycetota;c__UBA1135,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.000290682583935748,1394000
,class,0.00036934938608103036,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.00029293514358583124,1262000
,class,0.0003339363308387129,Eukaryota;Haptophyta:Haptophyta;Prymnesiophyceae,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.000260068250509616,1141000
,class,0.00030379133340103766,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.00020569965168260574,1038000
,class,0.00022945318437997446,d__Bacteria;p__Poribacteria;c__WGA-4E,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.00014754265708045539,784000
,class,0.00018116265450408698,d__Bacteria;p__Planctomycetota;c__UBA8108,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.0001539931688056939,619000
,class,0.00015774906426123245,Eukaryota;Stramenopila:Bacillariophyta;Coscinodiscophyceae,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.00013085323785483829,539000
,class,9.511771036159656e-05,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia,45338ad7,D0147A_S37_L002_interleaved.fq.gz,6.010238702722229e-05,325000
,class,6.936276109445657e-05,d__Bacteria;p__Myxococcota_A;c__UBA796,45338ad7,D0147A_S37_L002_interleaved.fq.gz,4.3003411501590054e-05,237000
,class,6.731407194820679e-05,d__Bacteria;p__Myxococcota;c__XYA12-FULL-58-9,45338ad7,D0147A_S37_L002_interleaved.fq.gz,4.095563000151433e-05,230000
,class,5.941198524124339e-05,d__Bacteria;p__Myxococcota;c__Polyangia,45338ad7,D0147A_S37_L002_interleaved.fq.gz,4.0238906476487836e-05,203000
,class,5.794863585106498e-05,Eukaryota;Stramenopila:Ochrophyta;Dictyochophyceae,45338ad7,D0147A_S37_L002_interleaved.fq.gz,0.00010587030355391455,198000
,class,4.243713231517385e-05,d__Bacteria;p__Patescibacteria;c__ABY1,45338ad7,D0147A_S37_L002_interleaved.fq.gz,3.32764493762304e-05,145000
,class,2.7510968535354083e-05,d__Bacteria;p__Planctomycetota;c__GCA-002687715,45338ad7,D0147A_S37_L002_interleaved.fq.gz,3.0102388051113036e-05,94000
,class,2.6632958901247036e-05,d__Bacteria;p__Patescibacteria;c__Gracilibacteria,45338ad7,D0147A_S37_L002_interleaved.fq.gz,1.9863480550734452e-05,91000
