lineage,Kingdom,Phylum,Class,Order,Family,Genus,Species,CN18FESPkoa_SC24,CN18FESPkoa_SC26,CN18FESPkoa_SC29,CN18FESPkoa_SC30,CN18FESPkoa_SC31,CN18FESPkoa_SC32,CN18FESPkoa_SC34,CN18FESPkoa_SC35,CN18FESPkoa_SC37,CN18FESPkoa_SC40,CN18FESPkoa_SC41,CN18FESPkoa_SC43,CN18FESPkoa_SC44,CN18FESPkoa_SC46,CN18FESPkoa_SC47,CN18FESPkoa_SC49,CN18FESPkoa_SC52,CN18FESPkoa_SC53,CN18FESPkoa_SC55,CN18FESPkoa_SC56,CN18FESPkoa_SC57,CN18FESPkoa_SC58,CN18Fc12_8_eDNA,CN18Fc19_5_eDNA,CN18Fc21_6_eDNA,CN18Fc22_6_eDNA,CN18Fc24_6_eDNA,CN18Fc25_5_eDNA,CN18Fc27_4_eDNA,CN18Fc29_6_eDNA,CN18Fc30_4_eDNA,CN18Fc32_4_eDNA,CN18Fc33_5_eDNA,CN18Fc36_6_eDNA,CN18Fc38_5_eDNA,CN18Fc40_6_eDNA,CN18Fc41_6_eDNA,CN18Fc43_5_eDNA,CN18Fc44_8_eDNA,CN18Fc46_8_eDNA,CN18Fc47_6_eDNA,CN18Fc49_6_eDNA,CN18Fc51_5_eDNA,CN18SESPkoa_SC36,CN18SESPkoa_SC37,CN18SESPkoa_SC39,CN18SESPkoa_SC40,CN18SESPkoa_SC41,CN18SESPkoa_SC44,CN18SESPkoa_SC45,CN18SESPkoa_SC47,CN18SESPkoa_SC49,CN18Sc09_2_eDNA,CN18Sc10_2_eDNA,CN18Sc14_2_eDNA,CN18Sc14_8_eDNA,CN18Sc15_2_eDNA,CN18Sc15_8_eDNA,CN18Sc18_2_eDNA,CN18Sc18_8_eDNA,CN18Sc27_2_eDNA,CN18Sc27_8_eDNA
Eukaryota;Oomycota;Oomycetes;Peronosporales;Peronosporaceae;g_;s_,Eukaryota,Oomycota,Oomycetes,Peronosporales,Peronosporaceae,g_,s_,9,1,0,0,0,3,4,17,0,1,0,10,0,4,1,2,3,0,0,0,0,0,1,10,4,0,0,0,0,2,0,0,0,0,0,7,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Forskaliidae;g_;s_,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,294,0,89,0,0,1539,311,604,381,115,0,0,294,0,223,0,333,0
Eukaryota;Mollusca;Gastropoda;Stylommatophora;Achatinellidae;g_;s_,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Achatinellidae,g_,s_,0,0,0,2,0,3,2,3,0,0,2,0,5,0,6,0,3,4,10,6,5,5,0,1,1,0,0,3,0,2,4,0,3,4,0,0,4,1,4,0,0,0,0,21,0,18,0,41,54,0,0,0,0,0,0,4,0,36,0,1,0,14
Eukaryota;Rotifera;Monogononta;Ploima;unassigned;g_;s_,Eukaryota,Rotifera,Monogononta,Ploima,unassigned,g_,s_,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0
Eukaryota;unknown;Labyrinthulomycetes;unknown;Thraustochytriaceae;g_;s_,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_,0,0,0,10,12,1,26,3,11,0,1,0,2,7,0,5,13,5,14,13,2,0,0,2,0,7,3,2,5,2,0,16,0,5,0,3,18,0,6,0,0,0,1,9,6,6,16,0,3,0,27,2,8,1,0,24,0,5,0,3,12,5
Eukaryota;unassigned;unassigned;unassigned;unassigned;g_;s_,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,92,17,8,59,52,19,18,26,30,30,30,19,34,59,15,41,1,22,14,43,42,93,0,25,38,32,3,22,56,13,4,8,40,0,3,40,44,30,50,61,1,13,66,7,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae;g_;s_,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_,49,70,60,58,48,84,54,60,29,63,30,33,66,34,79,41,54,40,46,81,49,80,8,25,40,29,21,54,22,11,11,79,24,24,19,15,32,52,44,28,4,17,11,17,4,6,0,2,3,1,1,0,0,2,0,5,4,6,2,10,0,6
Eukaryota;unassigned;unassigned;unassigned;unassigned;g_;s_,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,20,0,0,0,0,0,13,0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Coscinodiscales;Coscinodiscaceae;g_;s_,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Haptophyta;Haptophyta;Prymnesiales;Chrysochromulinaceae;g_;s_,Eukaryota,Haptophyta,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Cnidaria;Scyphozoa;Semaeostomeae;Pelagiidae;g_;s_,Eukaryota,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,g_,s_,37,22,0,17,0,0,12,15,0,3,4,0,0,5,0,26,25,0,9,30,3,0,0,0,3,0,0,0,0,0,0,0,3,22,0,7,0,0,5,0,0,0,0,146,0,59,1,202,143,4,0,30,11,0,0,34,0,62,1,64,1,126
Eukaryota;Oomycota;Oomycetes;Pythiales;Pythiaceae;g_;s_,Eukaryota,Oomycota,Oomycetes,Pythiales,Pythiaceae,g_,s_,0,4,9,3,0,0,0,0,1,3,4,1,0,0,2,5,0,7,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Picozoa;unknown;unknown;unknown;g_;s_,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,51,0,0,146,228,213,102,182,195,15,107,0,115,0,24,0
Eukaryota;Oomycota;Oomycetes;unassigned;unassigned;g_;s_,Eukaryota,Oomycota,Oomycetes,unassigned,unassigned,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,119,0,0,185,189,83,147,140,116,7,264,0,81,0,52,0
Eukaryota;Ochrophyta;Dictyochophyceae;Pedinellales;unknown;g_;s_,Eukaryota,Ochrophyta,Dictyochophyceae,Pedinellales,unknown,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Eukaryota;Cnidaria;Hydrozoa;Leptothecata;Aglaopheniidae;g_;s_,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,764,1,432,0,1,685,1142,987,754,1307,577,273,461,0,540,0,746,0
Eukaryota;Haptophyta;Haptophyta;Phaeocystales;Phaeocystaceae;g_;s_,Eukaryota,Haptophyta,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_,9,26,7,16,9,42,77,15,16,23,11,29,8,15,29,16,5,31,2,21,23,22,8,8,22,19,7,25,3,7,0,15,6,15,12,4,11,46,6,1,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Haptophyta;Haptophyta;Prymnesiales;Chrysochromulinaceae;g_;s_,Eukaryota,Haptophyta,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_,0,0,0,6,0,0,0,28,7,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,0,0,0,2,0,0,8,7,0,16,0,19,15,0,9,8,0,0,33,0,0,4,0,3,0,6
Eukaryota;Arthropoda;Hexanauplia;Poecilostomatoida;Oncaeidae;Triconia;s_,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,Triconia,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Haptophyta;Haptophyta;Phaeocystales;Phaeocystaceae;g_;s_,Eukaryota,Haptophyta,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;g_;s_,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,239,1,115,1,2,169,367,192,199,241,317,49,116,4,136,7,211,0
Eukaryota;Cercozoa;unknown;Euglyphida;Paulinellidae;g_;s_,Eukaryota,Cercozoa,unknown,Euglyphida,Paulinellidae,g_,s_,5,0,2,59,72,29,10,33,29,6,40,44,12,28,0,19,7,24,28,149,45,80,109,5,6,7,13,16,13,32,15,111,2,209,15,19,76,30,53,9,24,0,34,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Eukaryota;Haptophyta;Haptophyta;Phaeocystales;Phaeocystaceae;g_;s_,Eukaryota,Haptophyta,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_,2,8,0,3,0,5,3,4,0,2,0,4,1,2,1,0,0,3,3,5,0,6,0,0,4,1,0,0,2,1,0,0,0,0,4,0,2,6,3,0,0,0,0,10,0,7,0,64,40,0,5,0,0,0,0,4,0,49,4,5,0,8
Eukaryota;Haptophyta;Haptophyta;Phaeocystales;Phaeocystaceae;g_;s_,Eukaryota,Haptophyta,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_,11,9,12,17,1,4,3,2,2,6,4,2,0,3,0,3,0,11,2,0,5,5,5,0,3,0,7,2,7,2,0,4,6,2,0,19,2,1,4,13,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ochrophyta;Chrysophyceae;Chromulinales;Chromulinaceae;g_;s_,Eukaryota,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,g_,s_,24,39,31,20,11,28,30,38,21,26,28,25,33,3,21,13,34,41,58,75,56,44,23,11,22,11,26,3,18,21,0,9,20,40,18,21,15,9,11,26,3,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Arthropoda;Hexanauplia;Poecilostomatoida;Oncaeidae;g_;s_,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Oncaeidae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,72,75,64,69,72,47,15,5,2,137,98,35,45,110,14,28,49,32,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Cnidaria;Hydrozoa;Anthoathecata;Moerisiidae;g_;s_,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Moerisiidae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,5,0,0,24,69,20,86,34,33,4,7,0,51,1,83,0
Eukaryota;Haptophyta;Haptophyta;Isochrysidales;Noelaerhabdaceae;Emiliania;Emiliania huxleyi,Eukaryota,Haptophyta,Haptophyta,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,1,3,0,0,4,3,0,3,6,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;unknown;unknown;unknown;g_;s_,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,8,3,12,30,8,12,1,7,5,0,4,2,20,20,2,4,7,18,0,14,5,25,33,6,3,20,0,0,6,1,17,0,9,7,3,5,0,17,1,8,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae;g_;s_,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_,26,30,22,36,24,33,46,46,22,13,19,24,23,21,35,23,28,22,23,38,17,26,11,11,30,10,10,27,8,6,5,38,27,13,14,13,22,21,18,3,2,3,14,4,1,1,0,2,3,2,0,0,2,6,5,4,4,1,2,5,0,19
Eukaryota;Haptophyta;Haptophyta;Prymnesiales;Chrysochromulinaceae;g_;s_,Eukaryota,Haptophyta,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_,15,24,49,27,7,43,53,101,20,85,27,18,18,9,24,19,11,39,36,64,57,24,1,19,1,6,8,0,19,2,0,16,65,2,31,24,13,35,68,19,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;Labyrinthulomycetes;unknown;Thraustochytriaceae;g_;s_,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_,2,0,0,3,6,11,7,23,8,11,7,5,6,5,0,5,14,23,7,11,13,4,1,6,0,1,1,4,1,0,0,3,1,5,0,2,2,3,4,9,1,2,3,6,0,8,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,14
Eukaryota;Cnidaria;Hydrozoa;Leptothecata;unassigned;g_;s_,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,unassigned,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;g_;s_,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,116,60,95,96,106,79,78,70,73,67,56,92,174,119,69,94,23,77,53,165,61,87,74,14,111,78,44,106,36,36,24,352,53,96,115,19,70,82,141,35,11,16,46,14,0,3,0,0,0,0,16,0,7,0,0,10,3,0,0,1,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae;g_;s_,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_,32,46,37,50,33,55,97,56,24,39,22,51,44,35,46,47,47,52,41,36,44,51,26,22,42,11,23,51,23,19,11,91,31,53,11,20,19,33,38,21,3,16,13,8,2,7,0,2,4,3,2,1,2,2,2,4,1,7,2,2,0,6
no_hit;no_hit;no_hit;no_hit;no_hit;g_;s_,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Eukaryota;Arthropoda;Hexanauplia;Calanoida;Clausocalanidae;Clausocalanus;Clausocalanus parapergens,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus parapergens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,2,3446,147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,268,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae;g_;s_,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_,17,26,16,30,17,25,51,37,19,34,29,28,21,21,15,9,14,40,30,29,7,21,9,7,17,23,21,20,3,7,5,36,4,31,5,2,19,20,15,8,6,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Picozoa;unknown;unknown;unknown;g_;s_,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,1,0,0,10,34,1,8,102,11,10,10,0,6,0,5,0
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Amphipleuraceae;g_;s_,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,g_,s_,3,0,0,3,2,0,1,9,0,0,0,0,0,0,0,0,7,0,2,1,6,2,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,12,0,2,1,32,2,40,7,30,55,5,0,5,0,0,3,0,0,152,0,34,0,194
Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Sphaeronectidae;Sphaeronectes;Sphaeronectes gracilis,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Sphaeronectidae,Sphaeronectes,Sphaeronectes gracilis,180,202,1990,1074,8854,17878,5888,337,183,189,267,226,1020,429,1195,663,758,1538,542,973,660,328,51,114,228,186,334,557,279,171,27,243,435,54,45,74,340,216,187,63,49,17,37,14,180,58,97,2,8,216,244,2,1,1,0,15,61,14,4,90,7,3
Eukaryota;Arthropoda;unknown;unknown;unknown;g_;s_,Eukaryota,Arthropoda,unknown,unknown,unknown,g_,s_,663,2676,1505,1531,0,9,167,93,24,0,0,99,0,0,0,1,0,34,0,167,42,140,0,0,0,10,0,5,0,0,0,0,0,0,0,3,0,0,0,14,15,0,97,0,0,3,0,37,5,0,0,0,0,0,0,0,0,138,0,0,0,24
Eukaryota;Haptophyta;Haptophyta;Prymnesiales;Chrysochromulinaceae;g_;s_,Eukaryota,Haptophyta,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_,1,53,159,92,151,268,47,1,166,12,99,136,108,45,65,17,23,70,65,187,25,43,40,26,43,176,45,1,19,46,0,299,2,23,31,103,75,105,48,9,16,30,54,0,1,0,0,0,0,1,0,0,0,2,0,0,5,0,0,0,0,0
Eukaryota;Rotifera;Monogononta;Ploima;Synchaetidae;g_;s_,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;g_;s_,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,64,48,48,71,28,30,15,16,18,4,1,53,2,10,40,15,19,56,2,0,0,42,0,3,0,0,20,0,76,30,0,0,1,12,1,51,42,0,0,24,1,12,34,29,0,25,0,0,2,0,0,0,0,0,0,0,0,5,0,23,0,0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Rhizosoleniales;Rhizosoleniaceae;g_;s_,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,170,6,266,0,84,259,6,241,37,0,1,67,0,0,282,0,63,5,92
Eukaryota;Arthropoda;Insecta;Lepidoptera;Gracillariidae;g_;s_,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gracillariidae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,26,0,0,0,0,0,7,0,4,0
Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae;g_;s_,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_,13,13,11,12,8,23,9,12,2,7,6,15,10,2,16,11,14,10,10,5,7,9,4,6,6,0,8,5,6,4,4,26,10,29,6,1,13,4,11,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Pelagibacterales;Pelagibacteraceae;g_;s_,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_,22,25,28,45,18,46,40,52,31,40,26,35,47,19,35,29,20,42,31,20,16,28,13,20,41,18,15,15,12,12,7,79,30,30,7,15,18,22,32,4,15,5,21,3,3,2,0,2,1,0,0,0,4,2,0,6,0,4,2,2,0,6
Eukaryota;unassigned;unassigned;unassigned;unassigned;g_;s_,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,176,66,83,128,86,81,143,136,95,77,115,47,127,55,70,61,83,131,125,269,113,204,63,54,30,28,29,34,19,61,0,49,41,62,35,48,35,73,92,26,4,23,67,10,0,0,0,2,0,0,0,0,9,0,15,2,0,2,1,0,0,0
Eukaryota;unknown;Labyrinthulomycetes;unknown;Thraustochytriaceae;g_;s_,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Oomycota;Oomycetes;Saprolegniales;Saprolegniaceae;g_;s_,Eukaryota,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,g_,s_,47,171,220,230,188,254,272,286,97,255,146,217,298,126,152,185,136,179,168,241,179,163,41,40,44,29,86,121,38,92,37,197,98,126,31,88,71,67,140,14,14,13,29,94,0,16,0,21,5,0,0,0,0,0,0,75,0,10,0,16,0,0
Eukaryota;Ochrophyta;Phaeophyceae;Ectocarpales;Chordariaceae;g_;s_,Eukaryota,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;g_;s_,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,0,2,0,14,1,3,15,2,22,1,11,2,0,0,4,3,22,10,0,0,3,135,5,6,73,19,45,23,90,66,19,2,168,68,64,45,143,107,18,19,8,2,23,1332,2,1740,9,9,15,458,1042,263,1,40,327,74,12,90,15,2086,1,160
Eukaryota;Haptophyta;Haptophyta;Prymnesiales;Chrysochromulinaceae;g_;s_,Eukaryota,Haptophyta,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;g_;s_,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,53,28,33,42,56,29,44,51,23,24,17,21,32,9,45,24,13,51,34,88,39,49,16,8,1,14,19,8,10,4,4,30,31,2,24,17,26,31,17,12,0,5,22,8,3,4,0,3,3,0,6,6,3,8,3,1,10,4,0,0,0,1
Eukaryota;Oomycota;Oomycetes;Saprolegniales;Saprolegniaceae;g_;s_,Eukaryota,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,g_,s_,13,0,40,21,5,0,11,6,20,4,4,2,14,16,4,7,0,15,6,2,19,52,13,9,25,3,3,3,5,16,0,15,9,9,7,10,9,25,2,17,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;Raphidophyceae;Chattonellales;Chattonellaceae;g_;s_,Eukaryota,unknown,Raphidophyceae,Chattonellales,Chattonellaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,7,0,0,0,1,4,197,4,53,0,2,48,159,114,165,105,72,24,85,0,36,0,63,0
Eukaryota;Haptophyta;Haptophyta;Prymnesiales;Chrysochromulinaceae;g_;s_,Eukaryota,Haptophyta,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_,43,33,13,12,6,35,7,6,12,2,24,1,4,23,5,0,20,24,5,25,10,28,0,11,4,2,0,8,7,4,0,0,9,2,5,10,6,8,9,6,1,21,55,144,1,52,1,149,93,0,61,44,5,16,0,63,6,96,7,91,1,43
Eukaryota;Annelida;Polychaeta;Phyllodocida;Polynoidae;g_;s_,Eukaryota,Annelida,Polychaeta,Phyllodocida,Polynoidae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0
Eukaryota;Haptophyta;Haptophyta;Prymnesiales;Chrysochromulinaceae;g_;s_,Eukaryota,Haptophyta,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_,35,29,75,88,51,160,69,26,57,28,24,58,22,43,30,15,31,122,86,84,99,38,98,6,16,1,8,0,2,9,5,1,89,97,83,11,34,50,43,7,5,22,1,1,7,2,0,0,0,0,2,8,10,20,0,1,4,0,14,0,0,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;g_;s_,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,205,0,0,0,0,59,165,0,23,0,0,0
