lineage,Kingdom,Phylum,Class,Order,Family,Genus,Species,CN19_Nisk_SM_Night_100m_1,CN19_Nisk_SM_Day_5m_1,CN19_Nisk_SM_Day_5m_2,CN19_Nisk_SM_Day_10m_1,CN19_Nisk_SM_Day_10m_2,CN19_Nisk_SM_Day_100m_1,CN19_Nisk_SM_Day_100m_2,CN19_Nisk_SM_Day_100m_3,CN19_Nisk_SM_Dusk_5m_2,CN19_Nisk_SM_Dusk_50m_2,CN19_Nisk_SM_Dusk_100m_1,CN19_Nisk_SM_Dusk_100m_2,CN19_Nisk_SM_Dusk_100m_3,CN19_Nisk_SM_Night_5m_1,CN19_Nisk_SM_Night_5m_2,CN19_Nisk_SM_Night_23m_1,CN19_Nisk_SM_Night_23m_2,CN19_Nisk_SM_Night_100m_2,CN19_Nisk_SM_Night_100m_3,CN19_Buck4_SM_Night_0m_1,CN19_Buck4_SM_Night_0m_2,CN19_Nisk_SM_Dawn_11m_1,CN19_Nisk_PB_Day_100m_3,CN19_Nisk_PB_Dusk_70m_3,CN19_Nisk_PB_Night_5m_1,CN19_Nisk_PB_Night_15m_1,CN19_Buck3_SN_0m_2,CN19_Nisk_SM_Dawn_5m_1,CN19_Nisk_SM_Dawn_11m_2,CN19_Nisk_SM_Dawn_100m_1,CN19_Nisk_SM_Dawn_100m_2,CN19_Nisk_SM_Dawn_100m_3,CN19_Nisk_PB_Day_5m_1,CN19_Nisk_PB_Day_5m_2,CN19_Nisk_PB_Day_28m_1,CN19_Nisk_PB_Day_28m_2,CN19_Nisk_PB_Day_100m_1,CN19_Nisk_PB_Day_100m_2,CN19_Nisk_PB_Dusk_5m_1,CN19_Nisk_PB_Dusk_5m_2,CN19_Nisk_PB_Dusk_10m_1,CN19_Nisk_PB_Dusk_10m_2,CN19_Nisk_PB_Dusk_70m_1,CN19_Nisk_PB_Dusk_70m_2,CN19_Nisk_PB_Night_15m_2,CN19_Nisk_PB_Night_100m_2,CN19_Buck5_0m_1,CN19_Nisk_PB_Dawn_5m_1,CN19_Nisk_PB_Dawn_45m_1,CN19_Nisk_PB_Dawn_45m_2,CN19_Nisk_PB_Dawn_100m_2,CN19_Nisk_MO_Night_7m_1,CN19_Nisk_MO_Night_100m_1,CN19_Nisk_MO_Night_100m_3,CN19_Nisk_MO_Dawn_5m_2,CN19_Nisk_MO_Dawn_26m_2,CN19_Nisk_MO_Dawn_100m_2,CN19_Nisk_MO_Dawn_100m_3,CN19_Nisk_PS_Dusk_75m_2,CN19_Nisk_PS_Dusk_10m_2,CN19_Nisk_PS_Dawn_10m_2,CN19_Nisk_PS_Dawn_100m_2,CN19_Nisk_PS_Dawn_100m_3,CN19_Buck1_SN_0m_1,CN19_Buck1_SN_0m_2,CN19_Buck2_SN_0m_1,CN19_Nisk_SM_Dusk_5m_1,CN19_Nisk_PB_Night_5m_2,CN19_Nisk_PB_Night_100m_3,CN19_Buck5_0m_2,CN19_Nisk_PB_Dawn_5m_2,CN19_Nisk_PB_Dawn_100m_1,CN19_Nisk_PB_Dawn_100m_3,CN19_Nisk_MO_Night_5m_1,CN19_Nisk_MO_Dawn_100m_1,CN19_Nisk_Far_5m_1,CN19_Nisk_Far_5m_2,CN19_Nisk_PS_Dusk_75m_1,CN19_Nisk_PS_Dusk_75m_3,CN19_Nisk_PS_Dusk_10m_1,CN19_Nisk_PS_Dusk_5m_1,CN19_Nisk_PS_Dusk_5m_2,CN19_Nisk_PS_Dawn_5m_1,CN19_Nisk_PS_Dawn_10m_1,CN19_Nisk_PS_Dawn_100m_1,CN19_Buck2_SN_0m_2,CN19_Nisk_SM_Dusk_50m_1,CN19_Nisk_MO_Dawn_5m_1,CN19_Nisk_Dav_Dawn_27m_2,CN19_Nisk_Dav_Dusk_5m_1,CN19_Nisk_Dav_Dusk_5m_2,CN19_Nisk_Dav_Dusk_13m_1,CN19_Nisk_Dav_Dusk_13m_3,CN19_Nisk_Dav_Dusk_70m_1,CN19_Nisk_Dav_Dusk_70m_2,CN19_Nisk_Dav_Dusk_70m_3,CN19_Buck6_Dav_Night_0m_1,CN19_Buck6_Dav_Night_0m_2,CN19_Nisk_Dav_Predusk_12m_1,CN19_Nisk_MO_Night_5m_2,CN19_Nisk_MO_Night_100m_2,CN19_Nisk_MO_Dawn_26m_1,CN19_Nisk_Dav_Dawn_5m_1,CN19_Nisk_Dav_Dawn_5m_2,CN19_Nisk_Dav_Dawn_27m_1,CN19_Nisk_Dav_Dawn_100m_1,CN19_Nisk_Dav_Dawn_100m_2,CN19_Nisk_Dav_Dawn_100m_3,CN19_Nisk_Far_13m_1,CN19_Nisk_Far_13m_2,CN19_Nisk_Far_60m_1,CN19_Nisk_Far_60m_2,CN19_Nisk_Far_60m_3
Eukaryota;unknown;unknown;unknown;unknown;g_;s_,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,2,0,0,0,0,1,1,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;unknown;unknown;unknown;g_;s_,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,6,0,0,0,0,0,3,0,0,0,0,0,1,0,0,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,3,0,0,0,1,0,0
Eukaryota;unknown;Dinophyceae;Syndiniales;Amoebophryaceae;g_;s_,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;Dinophyceae;unassigned;unassigned;unassigned;unassigned,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,8,0,0,0,0,0,2,0,12,0,0,0,0,7,2,0,0,0,0,6,0,1,0,0,4,7,2,0,0,0,0,5,0,0,0,6,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;Dinophyceae;Syndiniales;Amoebophryaceae;Amoebophrya;s_,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Eukaryota;unknown;Bigyra;unassigned;unassigned;g_;s_,Eukaryota,unknown,Bigyra,unassigned,unassigned,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,27
Eukaryota;unknown;Dinophyceae;Syndiniales;Amoebophryaceae;g_;s_,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,10,0,0,0,4,3,0,0,0,0,0,0,0,0,1,1,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Annelida;Polychaeta;Spionida;Cirratulidae;unassigned;s_,Eukaryota,Annelida,Polychaeta,Spionida,Cirratulidae,unassigned,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ciliophora;Spirotrichea;unknown;Tontoniidae;g_;s_,Eukaryota,Ciliophora,Spirotrichea,unknown,Tontoniidae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;unknown;unknown;unknown;unknown;uncultured marine picoeukaryote,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote,5,1,0,0,0,11,10,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Chlorophyta;Mamiellophyceae;Dolichomastigales;Crustomastigaceae;g_;s_,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;g_;s_,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,2,7,0,0,2,0,10,8,2,1,1,4,10,0,0,0,0,2,0,1,0,0,12,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;Dinophyceae;Peridiniales;Peridiniaceae;Peridinium;s_,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,s_,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;g_;s_,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
Eukaryota;unknown;Dinophyceae;Peridiniales;Protoperidiniaceae;g_;s_,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,2,10,12,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;unknown;unknown;unknown;g_;s_,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;unknown;unknown;unknown;g_;s_,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,0,1,0,4,2,1,4,0,3,0,0,3,7,0,0,2,1,1,0,0,0,3,0,1
Eukaryota;unknown;unknown;unknown;unknown;unknown;Uncultured marine alveolate Group II DH147-EKD3,Eukaryota,unknown,unknown,unknown,unknown,unknown,Uncultured marine alveolate Group II DH147-EKD3,0,0,0,0,0,0,2,2,0,0,5,55,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,7,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Chlorophyta;unassigned;unassigned;unassigned;unassigned;s_,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,s_,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;Dinophyceae;Syndiniales;Amoebophryaceae;Amoebophrya;unassigned,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned,0,2,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,1,0,0,2,0,0,4,0,2,1,0,6,9,0,3,0,0,1,1,0,2,0,6,2,1,0,0,0,0,2,2,0,0,1,1,1,5,0,1,0,6,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;Dinophyceae;Peridiniales;Peridiniaceae;g_;s_,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,g_,s_,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Eukaryota;Apicomplexa;Conoidasida;Eucoccidiorida;Eimeriidae;unassigned;unassigned,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,unassigned,unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,6,0,2,7,12,0,0,0,2,1,0,0,0,0,1,0,0,0,0,5,19,12
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros brevis,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros brevis,0,0,1,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,2,0,0,1,0,0,0,0,0,0,3,1,10,4,3,10,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;unknown;unknown;unknown;unknown;uncultured marine eukaryote,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,5,0,0,0,0,1,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,1,0,0,0,1,1,0,0,0,0,0,0,5,0,4,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;Bigyra;Thraustochytrida;Thraustochytriaceae;g_;s_,Eukaryota,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,6,0,0,0,10,2,0
Eukaryota;unknown;unknown;unknown;unknown;g_;s_,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,1,0
Eukaryota;unknown;unknown;Pirsoniales;unknown;g_;s_,Eukaryota,unknown,unknown,Pirsoniales,unknown,g_,s_,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Streptophyta;Magnoliopsida;Liliales;Liliaceae;Fritillaria;unassigned,Eukaryota,Streptophyta,Magnoliopsida,Liliales,Liliaceae,Fritillaria,unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Eukaryota;unknown;Dinophyceae;Gonyaulacales;Amphidomataceae;g_;s_,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Amphidomataceae,g_,s_,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;s_,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_,1,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Apicomplexa;Conoidasida;Eucoccidiorida;Dactylosomatidae;g_;s_,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,Dactylosomatidae,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Eukaryota;unknown;Dinophyceae;Syndiniales;Amoebophryaceae;g_;s_,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;Dinophyceae;Syndiniales;Amoebophryaceae;g_;s_,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,14,15,2,0,2,3,4,0,0,0,0,0,0,0,0,10,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;unknown;unknown;unknown;g_;s_,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;unknown;unknown;unknown;g_;s_,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
