lineage,Kingdom,Phylum,Class,Order,Family,Genus,Species,Lasker18Sc122_3_D0052,Lasker18Sc122_5_D0053,Lasker18Sc122_17_D0057,Lasker18Sc122_19_D0058,Lasker18Sc123_3_D0063,Lasker18Sc123_5_D0064,Lasker18Sc123_17_D0068,Lasker18Sc123_19_D0069,Lasker18Sc124_3_D0073,Lasker18Sc124_5_D0074,Lasker18Sc124_17_D0078,Lasker18Sc124_19_D0079,Lasker18Sc126_3_D0085,Lasker18Sc126_5_D0086,Lasker18Sc126_17_D0090,Lasker18Sc127_3_D0095,Lasker18Sc127_5_D0096,Lasker18Sc127_17_D0100,Lasker18Sc127_19_D0101,Lasker18Sc128_3_D0105,Lasker18Sc128_7_D0107,Lasker18Sc128_16_D0110,Lasker18Sc128_19_D0111,Lasker18Sc129_3_D0116,Lasker18Sc129_5_D0117,Lasker18Sc129_17_D0121,Lasker18Sc129_19_D0122,Lasker18Sc130_3_D0127,Lasker18Sc130_5_D0128,Lasker18Sc130_17_D0132,Lasker18Sc130_19_D0133,Lasker18Sc132_3_D0137,Lasker18Sc132_5_D0138,Lasker18Sc132_17_D0142,Lasker18Sc132_19_D0143,Lasker18Sc133_3_D0147,Lasker18Sc133_5_D0148,Lasker18Sc133_17_D0152,Lasker18Sc133_19_D0153,Lasker18Sc134_3_D0158,Lasker18Sc134_5_D0159,Lasker18Sc134_17_D0163,Lasker18Sc134_19_D0164,Lasker18Sc135_17_D0173,Lasker18Sc135_19_D0174,Lasker18Sc158_3_D0270,Lasker18Sc158_5_D0271,Lasker18Sc158_17_D0275,Lasker18Sc158_19_D0276
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Leptocylindrales;Leptocylindraceae;Leptocylindrus;s_,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,s_,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,2,0,6,152,96,5,9,15,18,386,276,210,124,0,0,10,6,7,7
Eukaryota;Euglenozoa;unknown;Diplonemea;unassigned;unassigned;unassigned,Eukaryota,Euglenozoa,unknown,Diplonemea,unassigned,unassigned,unassigned,37,58,2,5,154,125,0,0,59,44,11,0,20,28,0,21,29,0,2,66,90,0,0,18,35,4,4,173,224,0,0,128,85,0,0,153,185,0,0,20,12,0,0,0,1,295,174,1,0
Eukaryota;Ciliophora;Spirotrichea;unknown;Strombidiidae;Laboea;s_,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,Laboea,s_,0,0,123,32,0,0,0,0,0,0,11,0,0,0,369,1,0,31,95,0,0,138,245,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
Eukaryota;unassigned;unassigned;unassigned;unassigned;unassigned;unassigned,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,0,0,8,7,0,0,0,0,0,0,0,0,0,0,250,0,0,0,1,0,0,26,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;Dinophyceae;Peridiniales;Protoperidiniaceae;Protoperidinium;s_,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_,0,0,118,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,0,132,57,1,2,266,33,18,22,56,59,0,1,19,107,19,0,0,0,57,239,64,80
Eukaryota;unassigned;unassigned;unassigned;unassigned;unassigned;unassigned,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,23,29,77,78,124,88,0,0,40,48,18,40,26,28,5,24,29,0,3,29,26,4,12,29,40,17,9,57,73,9,0,68,73,0,0,81,113,0,0,28,11,0,0,1,2,56,27,1,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;unassigned;unassigned,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,0,0,196,251,0,0,0,2,0,1,98,52,1,0,21,0,0,6,12,0,0,54,71,0,0,58,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Eukaryota;unknown;Polycystinea;unassigned;unassigned;unassigned;s_,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,s_,0,0,0,0,41,21,0,0,5,24,0,0,42,14,0,43,32,0,0,50,53,0,0,0,1,0,0,48,87,0,0,140,99,0,0,42,39,0,0,0,2,0,0,0,0,13,20,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,1,4,0,0,8,0,0,0,0,0,2,0,3,5,0,0,6,0,0,0,0,0,1,148,208,0,0,5,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,0,0,0,0,4,0,0,33,23,0,0,0,0,0,0,0,0,0,1,8,0,0,2,3,0,0,1,3,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;Polycystinea;unassigned;unassigned;unassigned;unassigned,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned,176,234,2,2,24,20,0,0,103,84,0,3,15,20,0,6,11,0,0,36,66,0,0,9,9,2,0,55,65,0,0,60,54,0,0,100,105,0,0,12,21,0,1,0,0,19,26,0,0
Eukaryota;unknown;Dinophyceae;Peridiniales;Protoperidiniaceae;Protoperidinium;s_,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_,1,0,1,0,0,0,61,130,0,0,1,0,0,0,53,0,0,811,141,0,0,13,48,0,0,8,65,0,0,66,46,0,0,8,22,0,2,0,0,0,0,0,0,4,10,0,0,185,248
Eukaryota;unknown;Dinophyceae;unassigned;unassigned;unassigned;unassigned,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,83,3,0,0,0,1,1,0,0,0,1,2,0,0,0,1,1,0,0,3,1,0,0,0,0,1,0,3,45,9,3,110,206,15,5,1408,2268,344,407,680,386,43,3,37,0,242,767,172,123
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,0,0,0,4,1,3,0,0,0,19,6,0,0,1,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0,6,24,4,1
Eukaryota;Annelida;Polychaeta;Phyllodocida;Hesionidae;unassigned;unassigned,Eukaryota,Annelida,Polychaeta,Phyllodocida,Hesionidae,unassigned,unassigned,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5
Eukaryota;unknown;Choanoflagellata;Acanthoecida;Stephanoecidae;Diaphanoeca;Diaphanoeca undulata,Eukaryota,unknown,Choanoflagellata,Acanthoecida,Stephanoecidae,Diaphanoeca,Diaphanoeca undulata,14,9,23,7,124,105,2,0,11,14,6,10,23,20,1,26,28,0,1,3,2,9,5,20,60,18,2,63,55,26,3,73,75,47,21,58,68,3,0,87,62,6,2,5,2,89,85,8,10
Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;Pseudo-nitzschia heimii,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia heimii,0,0,2,0,0,3,8,9,0,0,9,5,8,1,434,4,4,115,1736,1,3,574,952,16,20,394,742,1,2,81,47,1,0,5,12,2,0,0,0,3,0,1,2,6,17,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Dothideales;unassigned;unassigned;unassigned,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,unassigned,unassigned,unassigned,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eukaryota;unknown;Dinophyceae;Syndiniales;Duboscquellidae;g_;s_,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,g_,s_,47,50,6,19,429,328,7,11,8,15,19,19,3,1,2,1,1,15,10,1,11,3,17,41,79,52,33,326,450,1,16,162,82,40,26,302,315,219,334,405,299,19,28,15,2,801,681,315,199
Eukaryota;Arthropoda;Hexanauplia;Calanoida;Metridinidae;Metridia;unassigned,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Metridinidae,Metridia,unassigned,0,0,0,0,377,0,0,0,10,0,0,0,485,401,0,392,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,830,221,0,1,188,0,0,167,156,0,0,0,0
Eukaryota;unassigned;unassigned;unassigned;unassigned;unassigned;unassigned,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,67,83,18,27,291,226,6,0,41,71,21,16,118,86,1,84,99,3,0,24,33,0,0,5,17,2,1,212,252,0,2,178,152,0,0,125,109,5,22,22,12,2,3,1,1,65,68,20,11
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7
Eukaryota;Ciliophora;Spirotrichea;unknown;Strombidiidae;Spirostrombidium;s_,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,Spirostrombidium,s_,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,6,18,0,0,3,0,0,0,0,0,0,0,23,30,0,0,3,3,0,0,63,30,0,0,0,0,0,0
Eukaryota;Haptista;Haptophyta;unknown;unknown;g_;s_,Eukaryota,Haptista,Haptophyta,unknown,unknown,g_,s_,3,0,30,56,2,3,0,0,0,0,11,15,0,0,1,1,0,0,0,2,0,30,31,2,4,14,4,36,36,10,3,7,8,39,36,12,3,1,3,52,23,95,45,4,1,36,43,8,3
Eukaryota;unknown;Dinophyceae;Syndiniales;Amoebophryaceae;Amoebophrya;unassigned,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned,13,26,21,12,72,91,6,8,11,21,0,1,4,3,45,2,5,5,26,1,2,8,5,653,814,117,83,12,13,3,3,6,7,3,4,19,16,0,0,44,65,1,1,0,0,37,37,5,0
Eukaryota;unknown;Cryptophyceae;unassigned;unassigned;unassigned;unassigned,Eukaryota,unknown,Cryptophyceae,unassigned,unassigned,unassigned,unassigned,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,9,113,118,6,10,10,14,19,8,110,64,0,0,3,24,11,10
Eukaryota;Chlorophyta;unassigned;unassigned;unassigned;unassigned;unassigned,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned,4,10,5,7,0,0,0,2,2,0,27,11,0,2,4,0,0,7,9,0,4,3,12,0,2,6,13,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
Eukaryota;unknown;Dinophyceae;unassigned;unassigned;unassigned;unassigned,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,33,0,8,2,0,0,0,0,35,40,221,135,0,0,0,0,35,0,1,21,20,0,0,0,2,57,67,0,0,0,0,3,2,1,0,77,138,2,3,23,26,0,0,10,0,3,22,2,3
Eukaryota;Ciliophora;Spirotrichea;unknown;Strombidiidae;g_;s_,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,g_,s_,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,13,38,5,0,0,0,0,0,0,2,61,61,0,0,3,5,3,7,38,53,0,0,0,71,45,15
Eukaryota;unknown;unknown;unknown;unknown;unknown;uncultured marine eukaryote,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,0,1,0,0,0,1,2,1,0,11,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,2,54,86,15,2,50,43,0,4,2,0,14,26,9,10,596,533,58,110,752,355
Eukaryota;unknown;unknown;unknown;unknown;unknown;s_,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_,0,1,111,242,0,0,0,0,0,0,15,22,0,0,14,0,0,0,7,0,0,23,41,0,0,14,7,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Eukaryota;unknown;Dinophyceae;Syndiniales;Amoebophryaceae;g_;s_,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,0,0,4,4,10,13,0,0,0,1,6,9,0,0,0,0,0,2,1,2,0,5,4,0,2,6,13,2,4,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,7,9,2,2
Eukaryota;Rotifera;Monogononta;Ploima;Synchaetidae;Synchaeta;unassigned,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,Synchaeta,unassigned,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,61,12,0,0,0,1,0,0,0,0,0,4,0,8,0,0,3,11,0,0,1,0,0,0,4,22,0,0,0,0,0,0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira oceanica,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira oceanica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,11,0,0,5,2,0,0,0,0,0,0
Eukaryota;Euglenozoa;unknown;Diplonemea;unassigned;unassigned;unassigned,Eukaryota,Euglenozoa,unknown,Diplonemea,unassigned,unassigned,unassigned,75,53,0,0,87,82,0,0,98,51,9,0,109,21,0,39,116,0,0,92,154,0,0,4,0,0,0,83,215,0,0,128,59,0,1,223,129,0,1,5,3,0,0,0,1,199,180,0,0
Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;unassigned;unassigned,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,unassigned,unassigned,75,85,245,294,5,3,0,1,0,1,0,0,0,0,2,0,0,0,3,0,0,1,3,1,13,2,5,71,76,2390,1617,43,32,488,491,24,18,17,2,135,160,23,1,124,137,40,89,78,77
Eukaryota;unknown;Dinophyceae;Suessiales;Suessiaceae;Protodinium;Protodinium simplex,Eukaryota,unknown,Dinophyceae,Suessiales,Suessiaceae,Protodinium,Protodinium simplex,3,9,7,41,1,3,136,197,0,0,3,6,0,0,56,2,6,270,112,4,10,35,42,7,3,94,93,0,0,38,36,0,0,3,0,2,1,0,0,0,0,0,1,88,54,0,1,38,15
Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Fragilariopsis;unassigned,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,unassigned,0,3,252,248,1,2,241,365,0,0,4,0,0,1,17,0,0,71,61,0,0,27,62,0,6,88,91,0,0,39,25,0,0,6,9,0,3,0,0,1,3,0,2,67,48,0,1,29,29
Eukaryota;unknown;Dinophyceae;Syndiniales;unassigned;unassigned;unassigned,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned,0,0,1,5,0,0,0,0,1,0,29,16,0,1,39,2,4,5,24,2,0,27,97,0,0,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;unknown;unknown;unknown;unknown;s_,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_,1,1,123,246,4,2,0,0,1,2,53,47,0,0,2,0,0,2,0,0,0,13,30,9,18,10,10,0,2,4,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Eukaryota;unknown;Dinophyceae;unassigned;unassigned;unassigned;unassigned,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,0,0,0,2,5,0,0,0,0,0,21,6,0,0,0,2,0,9,1,0,0,11,10,0,0,52,16,0,0,48,10,7,0,56,57,0,1,45,42,57,29,755,320,0,0,12,22,13,14
unassigned;unassigned;unassigned;unassigned;unassigned;unassigned;s_,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,s_,1,2,0,0,0,0,0,0,0,0,4,26,0,0,0,0,0,4,0,0,0,2,1,0,2,1,1,0,0,11,3,0,0,5,6,0,0,0,0,1,0,11,11,8,2,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;g_;s_,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,114,2163,2,106,58,3905,8,159,81,27,1,2,0,2,5,14
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;unassigned,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned,2,2,9,4,0,3,0,0,0,0,24,16,13,17,50,8,7,7,58,8,5,306,496,5,9,144,329,11,0,43,25,6,1,20,29,1,4,0,0,40,46,50,9,2,3,8,16,2,1
Eukaryota;unknown;Dictyochophyceae;Florenciellales;unassigned;unassigned;unassigned,Eukaryota,unknown,Dictyochophyceae,Florenciellales,unassigned,unassigned,unassigned,0,3,216,261,12,7,0,0,0,0,80,77,1,0,3,4,0,1,7,0,0,19,33,3,3,12,23,26,35,3,0,9,12,6,1,19,13,2,2,26,28,14,6,0,0,22,26,3,2
Eukaryota;unknown;unknown;unknown;unknown;unknown;uncultured marine picoeukaryote,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote,0,1,1,0,28,51,0,0,0,0,22,24,2,0,18,0,1,6,8,0,2,25,46,17,61,12,1,37,41,1,1,128,91,125,89,25,42,8,9,102,73,800,379,0,3,244,222,19,12
Eukaryota;unknown;unknown;unknown;unknown;unknown;uncultured marine picoeukaryote,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote,3,2,44,19,6,0,0,1,0,0,9,6,0,0,9,0,0,2,7,0,0,2,10,0,3,5,12,2,0,1,0,0,0,39,11,1,1,1,1,5,5,85,50,0,0,2,9,1,1
Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;unassigned,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,unassigned,0,4,8,20,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,92,127,97,46,57,49,105,81,37,25,15,1,193,156,94,61,4,3,116,111,33,24
Eukaryota;unassigned;unassigned;unassigned;unassigned;unassigned;unassigned,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,6,0,6,11,0,0,0,0,0,0,66,33,0,0,124,0,0,24,28,0,0,57,97,0,0,10,20,12,11,15,0,10,25,4,0,12,12,0,0,0,0,0,0,0,0,0,0,0,1
Eukaryota;Euglenozoa;unknown;Diplonemea;unknown;unknown;s_,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,s_,32,22,0,0,69,57,0,0,31,44,0,0,15,6,0,24,27,0,0,40,50,0,0,0,2,0,0,144,92,0,0,140,121,0,0,198,192,0,0,0,0,0,1,0,0,52,37,0,0
Eukaryota;unknown;Polycystinea;unassigned;unassigned;unassigned;unassigned,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned,8,1,0,0,0,0,0,0,17,25,0,0,1,8,0,0,49,0,0,15,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ciliophora;Spirotrichea;unassigned;unassigned;unassigned;unassigned,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,unassigned,unassigned,1,0,1,0,0,0,0,0,0,1,0,39,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,57,0,0,0,0,0,0,74,113,0,0,0,0,0,0
no_hit;no_hit;no_hit;no_hit;no_hit;no_hit;no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,22,49,0,0,267,210,0,0,57,77,7,19,75,50,3,62,68,0,3,143,224,4,8,52,58,4,2,146,189,4,0,84,83,0,1,167,159,0,0,44,19,1,2,0,0,113,159,7,2
Eukaryota;unknown;Dinophyceae;Syndiniales;Amoebophryaceae;g_;s_,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,0,0,0,2,0,0,0,0,1,3,5,8,0,0,0,0,0,0,0,0,0,2,2,3,0,3,4,10,10,0,0,6,1,0,0,23,15,0,0,13,5,0,1,0,0,9,3,0,0
Eukaryota;unknown;Dinophyceae;Syndiniales;Amoebophryaceae;g_;s_,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_,7,8,0,2,16,16,0,0,0,0,5,4,0,0,11,0,0,1,6,0,0,2,5,2,2,35,26,16,10,12,4,5,1,32,8,4,5,2,1,43,29,31,22,5,2,105,105,4,3
Eukaryota;unknown;Dinophyceae;unassigned;unassigned;unassigned;unassigned,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,9,9,52,95,3,7,5,15,3,6,190,205,25,16,172,38,11,137,218,7,14,93,232,51,54,167,273,27,13,35,45,71,53,10,2,16,6,3,1,11,10,21,7,78,112,8,15,3,0
Eukaryota;Euglenozoa;unknown;Diplonemea;unknown;unknown;Diplonemida sp. 9sb RG-2016,Eukaryota,Euglenozoa,unknown,Diplonemea,unknown,unknown,Diplonemida sp. 9sb RG-2016,26,26,0,0,64,51,0,0,66,45,0,0,26,13,0,18,14,0,0,72,81,0,0,0,0,1,0,150,167,4,0,97,68,0,1,181,113,0,0,11,6,0,0,0,0,133,149,2,0
Eukaryota;Bacillariophyta;Coscinodiscophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros diadema,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros diadema,0,10,12,0,23,15,16,13,1,0,10,0,0,0,10,1,2,0,2,0,0,2,6,18,12,15,7,5,7,48,11,1,9,15,17,0,11,2,1,55,33,2,2,3,7,49,269,24,35
Eukaryota;unknown;Dinophyceae;unassigned;unassigned;unassigned;unassigned,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,12,64,0,0,0,10,0,0,2,1,99,32,0,0,2,0,0,0,0,4,11,13,7,4,0,0,0,115,49,10,1,86,39,7,6,49,34,0,0,4,12,1,2,0,0,83,93,3,3
Eukaryota;unknown;Dinophyceae;Syndiniales;Amoebophryaceae;Amoebophrya;s_,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_,10,12,0,2,11,7,0,0,38,41,0,0,24,19,0,14,19,0,0,22,28,0,0,1,0,0,0,3,4,0,0,2,0,0,0,4,6,0,0,0,0,0,0,0,0,4,0,0,0
Eukaryota;Imbricatea;unknown;Thaumatomonadida;unassigned;unassigned;unassigned,Eukaryota,Imbricatea,unknown,Thaumatomonadida,unassigned,unassigned,unassigned,1,0,0,0,0,0,4,0,0,1,0,0,1,4,4,0,2,11,6,1,0,1,6,0,0,2,15,0,0,38,61,1,2,943,1119,2,2,133,213,4,9,1256,2340,148,180,6,6,193,89
Eukaryota;unknown;unknown;unknown;unknown;unknown;uncultured marine eukaryote,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,2,5,36,45,15,14,0,0,1,3,134,136,2,3,4,0,3,0,0,6,2,5,17,2,3,9,11,17,16,0,3,13,7,25,38,20,4,5,4,27,28,45,34,2,0,12,18,4,1
Eukaryota;Ciliophora;Spirotrichea;Tintinnida;unassigned;unassigned;s_,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,unassigned,unassigned,s_,0,0,0,0,0,0,6,16,0,0,0,0,0,0,5,0,0,9,2,0,0,0,0,0,0,0,0,0,0,9,15,0,0,28,11,0,0,0,0,0,0,12,20,25,8,0,5,26,3
Eukaryota;unknown;Dinophyceae;Peridiniales;Podolampaceae;Lessardia;Lessardia elongata,Eukaryota,unknown,Dinophyceae,Peridiniales,Podolampaceae,Lessardia,Lessardia elongata,7,15,0,0,56,70,0,0,16,20,41,35,35,19,9,13,21,2,2,20,25,4,3,4,3,2,5,107,93,3,0,61,30,1,5,86,39,0,0,70,55,3,2,0,0,159,169,2,0
Eukaryota;Chlorophyta;unassigned;unassigned;unassigned;unassigned;unassigned,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned,0,1,1164,1676,3,13,1,0,1,0,0,1,0,0,93,0,0,1,10,2,1,84,172,0,0,24,8,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
Eukaryota;Chlorophyta;Chlorodendrophyceae;Chlorodendrales;Chlorodendraceae;Tetraselmis;unassigned,Eukaryota,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,unassigned,2,3,1,0,2,0,15,37,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,11,157,119,0,1,47,65,0,0,353,848,15,9,1,1,33,14
Eukaryota;Mollusca;Bivalvia;Veneroida;Vesicomyidae;Calyptogena;Calyptogena magnifica,Eukaryota,Mollusca,Bivalvia,Veneroida,Vesicomyidae,Calyptogena,Calyptogena magnifica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,2
Eukaryota;unknown;unknown;unknown;unknown;unknown;uncultured marine eukaryote,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,1,12,3,2,76,85,119,130,21,21,3,0,58,34,2,38,46,0,3,9,10,9,24,14,17,9,0,29,34,4,20,34,19,15,15,26,40,12,27,42,49,46,64,26,14,68,73,45,59
Eukaryota;unknown;unknown;unknown;unknown;g_;s_,Eukaryota,unknown,unknown,unknown,unknown,g_,s_,13,48,0,0,162,101,1,0,7,11,0,0,35,20,0,11,15,0,0,114,150,0,0,37,38,0,0,33,17,0,0,14,8,2,0,48,36,0,0,43,35,0,1,0,0,25,41,0,0
Eukaryota;Cnidaria;Hydrozoa;Narcomedusae;Cuninidae;g_;s_,Eukaryota,Cnidaria,Hydrozoa,Narcomedusae,Cuninidae,g_,s_,0,0,298,20,0,0,0,0,0,0,2,0,1,0,39,0,0,1,292,1,1,27,678,1,2,308,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;unknown;Dinophyceae;unassigned;unassigned;unassigned;unassigned,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,0,1,0,37,0,1,37,43,0,0,2,8,0,0,25,2,17,491,147,3,4,41,23,7,8,113,134,0,0,26,5,0,0,0,3,0,0,0,0,0,0,5,0,20,13,2,5,124,56
