query_name,rank,fraction,lineage,query_md5,query_filename,f_weighted_at_rank,bp_match_at_rank
,superkingdom,0.07187323743484687,d__Bacteria,16032534,D0271A_S57_L002_interleaved.fq.gz,0.17774061606423802,272573000
,superkingdom,0.007981989303380198,d__Archaea,16032534,D0271A_S57_L002_interleaved.fq.gz,0.03876557800021344,30271000
,superkingdom,0.002726759981046367,Eukaryota,16032534,D0271A_S57_L002_interleaved.fq.gz,0.0024546402483376353,10341000
,superkingdom,0.9174180132807266,unclassified,16032534,D0271A_S57_L002_interleaved.fq.gz,0.7810391656872109,12837000
,phylum,0.03409860687641349,d__Bacteria;p__Proteobacteria,16032534,D0271A_S57_L002_interleaved.fq.gz,0.09720407237911072,129316000
,phylum,0.013984763790230654,d__Bacteria;p__Bacteroidota,16032534,D0271A_S57_L002_interleaved.fq.gz,0.03358880358124986,53036000
,phylum,0.007271623633818364,d__Bacteria;p__Verrucomicrobiota,16032534,D0271A_S57_L002_interleaved.fq.gz,0.012599793633175215,27577000
,phylum,0.005536053167205154,d__Bacteria;p__Planctomycetota,16032534,D0271A_S57_L002_interleaved.fq.gz,0.005736826720689652,20995000
,phylum,0.0048710412078009436,d__Archaea;p__Thermoplasmatota,16032534,D0271A_S57_L002_interleaved.fq.gz,0.011134822217973092,18473000
,phylum,0.003803646912928523,d__Bacteria;p__Actinobacteriota,16032534,D0271A_S57_L002_interleaved.fq.gz,0.013821581134695641,14425000
,phylum,0.0031109480955792534,d__Archaea;p__Thermoproteota,16032534,D0271A_S57_L002_interleaved.fq.gz,0.02763075578224034,11798000
,phylum,0.0024440903456453716,d__Bacteria;p__Marinisomatota,16032534,D0271A_S57_L002_interleaved.fq.gz,0.0062549652144733734,9269000
,phylum,0.001747963631598141,d__Bacteria;p__SAR324,16032534,D0271A_S57_L002_interleaved.fq.gz,0.00523905833756593,6629000
,phylum,0.0012902075802398104,Eukaryota;Viridiplantae:Chlorophyta,16032534,D0271A_S57_L002_interleaved.fq.gz,0.0008739867232145409,4893000
,phylum,0.0011675943521974005,d__Bacteria;p__Nitrospinota,16032534,D0271A_S57_L002_interleaved.fq.gz,0.001826519922513105,4428000
,phylum,0.0009714131873295447,Eukaryota;Stramenopila:Bacillariophyta,16032534,D0271A_S57_L002_interleaved.fq.gz,0.0010147332902850582,3684000
,phylum,0.0003918349610129487,d__Bacteria;p__Chloroflexota,16032534,D0271A_S57_L002_interleaved.fq.gz,0.0004938284851771399,1486000
,phylum,0.0003027096468659927,d__Bacteria;p__Latescibacterota,16032534,D0271A_S57_L002_interleaved.fq.gz,0.00019657575924976966,1148000
,phylum,0.00024469908736205685,Eukaryota;Haptophyta:Haptophyta,16032534,D0271A_S57_L002_interleaved.fq.gz,0.00022499332103470437,928000
,phylum,0.00023942540013442628,d__Bacteria;p__Myxococcota,16032534,D0271A_S57_L002_interleaved.fq.gz,0.0001698347497825302,908000
,phylum,0.00018194220935325347,d__Bacteria;p__Cyanobacteria,16032534,D0271A_S57_L002_interleaved.fq.gz,0.00011375407475562363,690000
,phylum,0.0001742953628731892,d__Bacteria;p__Patescibacteria,16032534,D0271A_S57_L002_interleaved.fq.gz,0.00017142747448434072,661000
,phylum,0.00016770325383865103,Eukaryota;Stramenopila:Ochrophyta,16032534,D0271A_S57_L002_interleaved.fq.gz,0.00020663507315594125,636000
,phylum,0.00015451903576957468,d__Bacteria;p__Myxococcota_A,16032534,D0271A_S57_L002_interleaved.fq.gz,9.455755071801287e-05,586000
,phylum,0.00011681217209201634,d__Bacteria;p__Gemmatimonadota,16032534,D0271A_S57_L002_interleaved.fq.gz,7.091816303850966e-05,443000
,phylum,0.0001007274260477432,d__Bacteria;p__Acidobacteriota,16032534,D0271A_S57_L002_interleaved.fq.gz,5.926612443052757e-05,382000
,phylum,7.59410960778797e-05,d__Bacteria;p__Poribacteria,16032534,D0271A_S57_L002_interleaved.fq.gz,4.224911840592064e-05,288000
,phylum,3.085107028163863e-05,d__Bacteria;p__Desulfobacterota_B,16032534,D0271A_S57_L002_interleaved.fq.gz,2.422618099069656e-05,117000
,phylum,2.0040011464996034e-05,d__Bacteria;p__Desulfobacterota_D,16032534,D0271A_S57_L002_interleaved.fq.gz,1.4166867084524979e-05,76000
,phylum,1.924895838085145e-05,Eukaryota;Ochrophyta,16032534,D0271A_S57_L002_interleaved.fq.gz,2.0705421123536507e-05,73000
,phylum,1.8985274019469925e-05,Eukaryota;UnknownUnknown,16032534,D0271A_S57_L002_interleaved.fq.gz,6.1026504364107595e-05,72000
,phylum,1.6612114767036186e-05,d__Bacteria;p__Margulisbacteria,16032534,D0271A_S57_L002_interleaved.fq.gz,1.0143141522056345e-05,63000
,phylum,1.4502639875983972e-05,Eukaryota;Alveolata:Dinophyta,16032534,D0271A_S57_L002_interleaved.fq.gz,5.2559915159746517e-05,55000
,phylum,1.3184218069076337e-05,d__Bacteria;p__Desulfobacterota,16032534,D0271A_S57_L002_interleaved.fq.gz,8.047451124937266e-06,50000
,phylum,0.9174180132807266,unclassified,16032534,D0271A_S57_L002_interleaved.fq.gz,0.7810391656872109,12837000
,class,0.019184355712312966,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,16032534,D0271A_S57_L002_interleaved.fq.gz,0.05559657054517209,72755000
,class,0.014914251164100537,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,16032534,D0271A_S57_L002_interleaved.fq.gz,0.041607501833938666,56561000
,class,0.013984763790230654,d__Bacteria;p__Bacteroidota;c__Bacteroidia,16032534,D0271A_S57_L002_interleaved.fq.gz,0.03358880358124986,53036000
,class,0.007185398847646605,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae,16032534,D0271A_S57_L002_interleaved.fq.gz,0.012541198129671766,27250000
,class,0.0048710412078009436,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,16032534,D0271A_S57_L002_interleaved.fq.gz,0.011134822217973092,18473000
,class,0.004049664422097489,d__Bacteria;p__Planctomycetota;c__Planctomycetia,16032534,D0271A_S57_L002_interleaved.fq.gz,0.00462309301604469,15358000
,class,0.003803646912928523,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia,16032534,D0271A_S57_L002_interleaved.fq.gz,0.013821581134695641,14425000
