query_name,rank,fraction,lineage,query_md5,query_filename,f_weighted_at_rank,bp_match_at_rank
,superkingdom,0.12910523845743047,d__Bacteria,897d3916,1903_buk6-2_interleaved.fq.gz,0.1838650665405483,39889000
,superkingdom,0.009936400563170585,d__Archaea,897d3916,1903_buk6-2_interleaved.fq.gz,0.013987966210801507,3070000
,superkingdom,0.007495994691955398,Eukaryota,897d3916,1903_buk6-2_interleaved.fq.gz,0.00916410488839843,2316000
,superkingdom,0.8534623662874435,unclassified,897d3916,1903_buk6-2_interleaved.fq.gz,0.7929828623602517,1722000
,phylum,0.06971987118282004,d__Bacteria;p__Proteobacteria,897d3916,1903_buk6-2_interleaved.fq.gz,0.10640493832026165,21541000
,phylum,0.044053533571763774,d__Bacteria;p__Bacteroidota,897d3916,1903_buk6-2_interleaved.fq.gz,0.0611386447536095,13611000
,phylum,0.009936400563170585,d__Archaea;p__Thermoplasmatota,897d3916,1903_buk6-2_interleaved.fq.gz,0.013987966210801507,3070000
,phylum,0.007897334649555776,d__Bacteria;p__Verrucomicrobiota,897d3916,1903_buk6-2_interleaved.fq.gz,0.008678844966434137,2440000
,phylum,0.005000566407198226,Eukaryota;Viridiplantae:Chlorophyta,897d3916,1903_buk6-2_interleaved.fq.gz,0.005548877415625533,1545000
,phylum,0.0029744469438285886,d__Bacteria;p__Actinobacteriota,897d3916,1903_buk6-2_interleaved.fq.gz,0.003648891866682431,919000
,phylum,0.0027737769650284013,d__Bacteria;p__Planctomycetota,897d3916,1903_buk6-2_interleaved.fq.gz,0.0024698169970703765,857000
,phylum,0.001488841778194941,Eukaryota;Stramenopila:Ochrophyta,897d3916,1903_buk6-2_interleaved.fq.gz,0.0020461382834771873,460000
,phylum,0.0014435292023368342,d__Bacteria;p__Cyanobacteria,897d3916,1903_buk6-2_interleaved.fq.gz,0.0012964897069062914,446000
,phylum,0.0006893984755554836,Eukaryota;Stramenopila:Bacillariophyta,897d3916,1903_buk6-2_interleaved.fq.gz,0.0012086338496301843,213000
,phylum,0.0003171880310067483,Eukaryota;Haptophyta:Haptophyta,897d3916,1903_buk6-2_interleaved.fq.gz,0.0003604553396655237,98000
,phylum,0.0002427459420970013,d__Bacteria;p__Marinisomatota,897d3916,1903_buk6-2_interleaved.fq.gz,0.00022743992958394093,75000
,phylum,0.8534623662874437,unclassified,897d3916,1903_buk6-2_interleaved.fq.gz,0.7929828623602517,1722000
,class,0.044053533571763774,d__Bacteria;p__Bacteroidota;c__Bacteroidia,897d3916,1903_buk6-2_interleaved.fq.gz,0.0611386447536095,13611000
,class,0.03685207062288609,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,897d3916,1903_buk6-2_interleaved.fq.gz,0.056476536738527844,11386000
,class,0.03286780055993398,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,897d3916,1903_buk6-2_interleaved.fq.gz,0.04992840158173386,10155000
,class,0.009936400563170585,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,897d3916,1903_buk6-2_interleaved.fq.gz,0.013987966210801507,3070000
,class,0.007897334649555776,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae,897d3916,1903_buk6-2_interleaved.fq.gz,0.008678844966434137,2440000
,class,0.005000566407198226,Eukaryota;Viridiplantae:Chlorophyta;Prasinophyceae,897d3916,1903_buk6-2_interleaved.fq.gz,0.005548877415625533,1545000
,class,0.002793196640396161,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia,897d3916,1903_buk6-2_interleaved.fq.gz,0.0035076656288180346,863000
,class,0.001718641270046769,d__Bacteria;p__Planctomycetota;c__Planctomycetia,897d3916,1903_buk6-2_interleaved.fq.gz,0.0013153746108067633,531000
,class,0.0014435292023368342,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia,897d3916,1903_buk6-2_interleaved.fq.gz,0.0012964897069062914,446000
,class,0.0011943100351172462,Eukaryota;Stramenopila:Ochrophyta;Raphidophyceae,897d3916,1903_buk6-2_interleaved.fq.gz,0.001746443069404485,369000
,class,0.0010551356949816322,d__Bacteria;p__Planctomycetota;c__Phycisphaerae,897d3916,1903_buk6-2_interleaved.fq.gz,0.0011544423862636136,326000
,class,0.0006893984755554836,Eukaryota;Stramenopila:Bacillariophyta;Coscinodiscophyceae,897d3916,1903_buk6-2_interleaved.fq.gz,0.0012086338496301843,213000
,class,0.0003171880310067483,Eukaryota;Haptophyta:Haptophyta;Prymnesiophyceae,897d3916,1903_buk6-2_interleaved.fq.gz,0.0003604553396655237,98000
,class,0.00029453174307769486,Eukaryota;Stramenopila:Ochrophyta;Dictyochophyceae,897d3916,1903_buk6-2_interleaved.fq.gz,0.00029969521407270194,91000
,class,0.0002427459420970013,d__Bacteria;p__Marinisomatota;c__Marinisomatia,897d3916,1903_buk6-2_interleaved.fq.gz,0.00022743992958394093,75000
,class,0.0001812503034324276,d__Bacteria;p__Actinobacteriota;c__Actinomycetia,897d3916,1903_buk6-2_interleaved.fq.gz,0.00014122623786439655,56000
,class,0.8534623662874435,unclassified,897d3916,1903_buk6-2_interleaved.fq.gz,0.7929828623602516,1722000
,order,0.04372016247795056,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales,897d3916,1903_buk6-2_interleaved.fq.gz,0.06086850851955493,13508000
,order,0.02872493648147848,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales,897d3916,1903_buk6-2_interleaved.fq.gz,0.04817867418121625,8875000
,order,0.02336834269253799,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,897d3916,1903_buk6-2_interleaved.fq.gz,0.03660551242134027,7220000
,order,0.009936400563170585,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales,897d3916,1903_buk6-2_interleaved.fq.gz,0.013987966210801507,3070000
,order,0.006421439321606007,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales,897d3916,1903_buk6-2_interleaved.fq.gz,0.006994804188179036,1984000
,order,0.005000566407198226,Eukaryota;Viridiplantae:Chlorophyta;Prasinophyceae;Mamiellales,897d3916,1903_buk6-2_interleaved.fq.gz,0.005548877415625533,1545000
,order,0.0040101629634424615,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales,897d3916,1903_buk6-2_interleaved.fq.gz,0.004412498850484111,1239000
,order,0.00377712685902934,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86,897d3916,1903_buk6-2_interleaved.fq.gz,0.005855141291924487,1167000
,order,0.0036444257440163123,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1,897d3916,1903_buk6-2_interleaved.fq.gz,0.0055817207267567885,1126000
,order,0.0028223261534478013,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Puniceispirillales,897d3916,1903_buk6-2_interleaved.fq.gz,0.00277033329392136,872000
,order,0.0017801369087113428,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales,897d3916,1903_buk6-2_interleaved.fq.gz,0.002523187377658666,550000
,order,0.001718641270046769,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales,897d3916,1903_buk6-2_interleaved.fq.gz,0.0013153746108067633,531000
,order,0.0014758953279497677,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales,897d3916,1903_buk6-2_interleaved.fq.gz,0.0016840407782551005,456000
,order,0.0014435292023368342,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307,897d3916,1903_buk6-2_interleaved.fq.gz,0.0012964897069062914,446000
,order,0.0011943100351172462,Eukaryota;Stramenopila:Ochrophyta;Raphidophyceae;Chattonellales,897d3916,1903_buk6-2_interleaved.fq.gz,0.001746443069404485,369000
,order,0.0010551356949816322,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales,897d3916,1903_buk6-2_interleaved.fq.gz,0.0011544423862636136,326000
