query_name,rank,fraction,lineage,query_md5,query_filename,f_weighted_at_rank,bp_match_at_rank
,superkingdom,0.05100683207479324,Eukaryota,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.07678764322850942,2837000
,superkingdom,0.04480402732829917,d__Bacteria,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.04536873454141639,2492000
,superkingdom,0.00422509888529306,d__Archaea,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.005483822119024784,235000
,superkingdom,0.8999640417116145,unclassified,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.8723598001110494,315000
,phylum,0.04838187702265372,Eukaryota;Viridiplantae:Chlorophyta,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.07171975165312201,2691000
,phylum,0.03446601941747572,d__Bacteria;p__Proteobacteria,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.03547927918832972,1917000
,phylum,0.007029845379359943,d__Bacteria;p__Bacteroidota,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.00591792438544243,391000
,phylum,0.00422509888529306,d__Archaea;p__Thermoplasmatota,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.005483822119024784,235000
,phylum,0.002624955052139518,Eukaryota;Stramenopila:Ochrophyta,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.005067891575387411,146000
,phylum,0.001905789284430061,d__Bacteria;p__Actinobacteriota,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.0019948513452122557,106000
,phylum,0.0014023732470334412,d__Bacteria;p__Verrucomicrobiota,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.001976679622431982,78000
,phylum,0.8999640417116146,unclassified,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.8723598001110494,315000
,class,0.04838187702265372,Eukaryota;Viridiplantae:Chlorophyta;Prasinophyceae,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.07171975165312201,2691000
,class,0.018266810499820207,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.018900610771793447,1016000
,class,0.016199208917655517,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.01657866841653627,901000
,class,0.007029845379359943,d__Bacteria;p__Bacteroidota;c__Bacteroidia,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.00591792438544243,391000
,class,0.00422509888529306,d__Archaea;p__Thermoplasmatota;c__Poseidoniia,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.005483822119024784,235000
,class,0.002624955052139518,Eukaryota;Stramenopila:Ochrophyta;Raphidophyceae,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.005067891575387411,146000
,class,0.001905789284430061,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.0019948513452122557,106000
,class,0.0014023732470334412,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.001976679622431982,78000
,class,0.8999640417116145,unclassified,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.8723598001110494,315000
,order,0.04838187702265372,Eukaryota;Viridiplantae:Chlorophyta;Prasinophyceae;Mamiellales,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.07171975165312201,2691000
,order,0.015462064005753326,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.016871435061329564,860000
,order,0.007029845379359943,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.007945081015597396,391000
,order,0.007029845379359943,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.00591792438544243,391000
,order,0.006328658755843222,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.0060410882842865075,352000
,order,0.00422509888529306,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.005483822119024784,235000
,order,0.002840704782452355,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.0025924991166523647,158000
,order,0.0028047464940668823,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.0020291757104638837,156000
,order,0.002624955052139518,Eukaryota;Stramenopila:Ochrophyta;Raphidophyceae;Chattonellales,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.005067891575387411,146000
,order,0.001905789284430061,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.0019948513452122557,106000
,order,0.0014023732470334412,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.001976679622431982,78000
,order,0.8999640417116146,unclassified,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.8723598001110494,315000
,family,0.04838187702265372,Eukaryota;Viridiplantae:Chlorophyta;Prasinophyceae;Mamiellales;Mamiellaceae,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.07171975165312201,2691000
,family,0.015462064005753326,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.016871435061329564,860000
,family,0.006328658755843222,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.0060410882842865075,352000
,family,0.005573534699748292,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.00424814496996618,310000
,family,0.0048543689320388345,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.0056251577406491345,270000
,family,0.00422509888529306,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.005483822119024784,235000
,family,0.002840704782452355,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.0025924991166523647,158000
,family,0.0028047464940668823,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae,53184f42,1903buk2_0m-1_interleaved.fq.gz,0.0020291757104638837,156000
